text,label
Lemes kirain kena covid ternyata cuma belom liat foto dek gaeul aja,Negatif
"Badan lemas gak semangat kirain kenak covid, rupanya gadak duit🤦‍♂️",Negatif
sakit hampir 2 minggu kirain covid ternyata tipes🙂,Negatif
"Kirain sesek nafas karena covid, ternyata akibat beban hidup yang berat. #overthinking",Negatif
"Dari pagi udah ngerasa badan anget dan sakit kepala. Terus malemnya di vidcall dan langsung enakan bgtt.

Kirain covid,ternyata cuman mau liat ayang😌🙏🏻",Negatif
"Dada sesek kirain covid, ternyata denger kamu sukanya sama yang lain.",Negatif
"kirain sakit karna covid, taunya karna seminggu ga makan gacoan",Negatif
kukira covid ternyata tbc,Negatif
"kukira covid, ternyata gula darah tinggi ft. kolesterol🥲",Negatif
"Plot twist dari aku sakit kemaren😭
Awal badan pegel² + panas, batuk+pilek, pinggang sakit semua. Kukira aku kena covid😭😭ternyata hari ini menstruasi ya allah. Aing udah nethink😭😭🤚",Negatif
Ku kira gejala long Covid. Ternyata memang ada pembengkakan di torax 🥲,Negatif
"pusing
mual
meriang
lemes
flu

ku kira covid,ternyata banyak memikirkan ekspektasi ekspektasi berlebihan",Negatif
"Dada sakit, ku kira COVID ternyata patah hati.",Negatif
"Ku kira covid, taunya DBD wkwkkwkw https://t.co/kDIALxdXjk",Negatif
AK KIRA COVID TERNYATA RADANG WKWKW,Negatif
negatif copid positif campak 🥲,Negatif
Gw flue radang antigen negatif,Negatif
"gw malah demam sm batuk, tp pas di swab negatif",Negatif
"Alhamdulillah
Setelah isoman h+6 akhirnya negatif juga…
Cuma skrg lidah gw rasanya jadi lebih sensitif terhadap rasa asin wkwk",Negatif
"Pas sampe rumah, demam tuh smpe 38sekian… krna punya alat swab covid mandiri, nyobain lah.. hasilnya negatif",Negatif
"Iyakan ya, soalnya aku takut dikira covid, pdhl mah kbnyakan gorengan.. toh barusan antigen jg negatif",Negatif
"Yes, negatif covid. Pusingnya karena yg lain. Alhamdulillah 'ala kulli hal",Negatif
negatif covid tuh kabar positif,Negatif
"wkwkwk finally setelah gelud sama covid hampir seminggu akhirnya negatif, walaupun orang rumah baru pada kena :))",Negatif
"negatif covid, positif panik rame🙏🏻",Negatif
"akhirnya negatif, uda muak bgt gw terpenjara wkwkwkwwkw, edan lah 2x kena kopid, magister apa gmn si hadoooohhhhhh ya elaaah",Negatif
Pendekar banget. Swab gue negatif. 😎,Negatif
hasil swab gue negatif juga,Negatif
"Ingin berbagi informasi, klw sy sdh negatif, alias udh s1 cororo xixixixix https://t.co/7W9Xlqc1Ym",Negatif
bestie akhirnya sy negatif 👍 https://t.co/41ef9GdVzP,Negatif
"aku udah negatif covid, yeayy pulang dri tmpt isolasi deh nnti sore",Negatif
Aku flu.. karna idungku kemasukan debu item.. sampe sekarang masih. Untungnya masih bisa nyium bau2an dan negatif 😂,Negatif
Hari ini nganter 2 orang antigen yg hasilnya positif dan alhamdulillahnya aku negatif 🥺,Negatif
alhamdulillah aku negatif 🤩 iya udah kok tapi gk tau kenapa badan ku rasanya pegel2 gitu,Negatif
Aku 7 hari udah negatif walaupun kadang masih suka batuk dikit,Negatif
"Alhamdulillah S.Cov, sudah negatif❤️
Walaupun aku cuma sbg PDP 5 hari ini. So happy🥰 https://t.co/0q8VwAETsn",Negatif
"Hari ini aku antigen karena kemarin positif, hari ini AKHIRNYA negatif yaampun senengnyaa tidak ada beban lagi",Negatif
"Dua kali swab, dua kali negatif. Sudah ku bilang aku hanya positif hensem 😔👍",Negatif
Hahahahaha pantes demam tinggi masih negatif. Aku kena demam berdarah 😭👎,Negatif
"aku udah negatif kak jacob positif, huft corona anjing",Negatif
Hallo hri ini aku swab mandiri dan hasilnya udh negatif :D,Negatif
Aku batuk pilek tetep negatif,Negatif
"iya aku kemarin isoman 10 hari, tapi skrng udah negatif.",Negatif
"dada sesek kirain covid, ternyata ngeliat duit di rekening mulai menipis",Negatif
covid sembuh gagal ginjel melanda minum obat 8 butir ajg,Negatif
Ooya dan Alhamdulillah w akhirnya negatif omnicoronvora hari ini jadi mungkin agak lebih hepi y bunda2,Negatif
Resmi negatif byee https://t.co/BXeRINmZ20,Negatif
"pujiTuhan semua aku dan tmn""ku udah negatif semua!🙆🏻‍♀️❤️",Negatif
"Batuk hari2, Alhamdulillah negatif.",Negatif
"Tapi Alhamdulillah sih semenjak udah negatif, dari 2hari yg lalu nafsu makan w udah mulai normal lagi. Alias yoga si laperan sudah kembali😭🤟",Negatif
"aaa udah negatif, makasi banyak buat yg doain lala , ksh semangat kemarin. akhirnya terbebasss dr copidd 🥰🥺",Negatif
sumpah seneng bgt akhirnya negatif 😭,Negatif
